"REGISTRATION","VALID_SINCE","VALID_UNTIL","AC_OPERATOR","AC_OWNER","AC_SUBTYPE","AC_LOGICAL_NO","AC_STATE","DRY_OPERATING_WGT","MAX_TAKEOFF_WGT","CARGO_CAPACITY","FUEL_CAPACITY","AVG_FUEL_CONSUMP","AC_INDEX","CREWSIZE_COCKPIT","CREWSIZE_CABIN","STD_VERSION","AP_RESTRICTION","AC_OWNER_NAME","AC_SUBTYPE_NAME","AC_CATEGORY","REMARK","FUEL_MEASURE_UNIT","AC_CALLSIGN","RADIO","NOISE","PHONE","SPECIAL_EQUIPMENT","ACARS","ALT_REG","RECORD_ID","LAST_UPDATE","LAST_UPDATE_USER_ID","STD_VERSION_ALT_1","STD_VERSION_ALT_2","STD_VERSION_ALT_3","STD_VERSION_ALT_4","ILS_EQUIPMENT","AUTOLAND","HOMEBASE"
"BHNF",01-JAN-14,31-DEC-15,"CX ","CX","773",12,"R",153878,263083,0,0,0,120,0,0,"STN","N","CATHAY PACIFIC                ","773                           ","J","42J/356Y = 398                                                                  ","kg ","","",,"","","S","",27225,02-MAR-22,"netline","","","","","I","Y",""
"BHNG",01-JAN-14,31-DEC-15,"CX ","CX","773",9,"R",152556,263083,0,0,0,120,0,0,"STN","N","CATHAY PACIFIC                ","773                           ","J","42J/356Y = 398                                                                  ","kg ","","",,"","","S","",27226,02-MAR-22,"netline","","","","","I","Y",""
"BHNH",01-JAN-14,31-DEC-15,"CX ","CX","773",11,"R",152755,263083,0,0,0,120,0,0,"STN","N","CATHAY PACIFIC                ","773                           ","J","42J/356Y = 398                                                                  ","kg ","","",,"","","S","",27227,02-MAR-22,"netline","","","","","I","Y",""
"BHNI",01-JAN-14,31-DEC-15,"CX ","CX","773",3,"R",153599,263083,0,0,0,120,0,0,"STN","N","CATHAY PACIFIC                ","773                           ","J","42J/356Y = 398                                                                  ","kg ","","",,"","","S","",27228,02-MAR-22,"netline","","","","","I","Y",""
"BHNJ",01-JAN-14,31-DEC-15,"CX ","CX","773",6,"R",153139,263083,0,0,0,120,0,0,"STN","N","CATHAY PACIFIC                ","773                           ","J","42J/356Y = 398                                                                  ","kg ","","",,"","","S","",27229,02-MAR-22,"netline","","","","","I","Y",""
"BHNK",01-JAN-14,31-DEC-15,"CX ","CX","773",10,"R",153192,263083,0,0,0,120,0,0,"STN","N","CATHAY PACIFIC                ","773                           ","J","42J/356Y = 398                                                                  ","kg ","","",,"","","S","",27230,02-MAR-22,"netline","","","","","I","Y",""
"BHNL",01-JAN-14,25-OCT-14,"CX ","CX","777",2,"R",135484,247207,0,0,0,110,0,0,"STN","N","CATHAY PACIFIC                ","777                           ","J","42Y/293Y = 335                                                                  ","kg ","","",,"","","S","",27231,02-MAR-22,"netline","","","","","I","Y",""
"BHNM",01-JAN-14,31-DEC-15,"CX ","CX","773",1,"R",152978,263083,0,0,0,120,0,0,"STN","N","CATHAY PACIFIC                ","773                           ","J","42J/356Y = 398                                                                  ","kg ","","",,"","","S","",27232,02-MAR-22,"netline","","","","","I","Y",""
"BHNN",01-JAN-14,31-DEC-15,"CX ","CX","773",4,"R",152787,263083,0,0,0,120,0,0,"STN","N","CATHAY PACIFIC                ","773                           ","J","42J/356Y = 398                                                                  ","kg ","","",,"","","S","",27233,02-MAR-22,"netline","","","","","I","Y",""
"BHNO",01-JAN-14,31-DEC-15,"CX ","CX","773",2,"R",153003,263083,0,0,0,120,0,0,"STN","N","CATHAY PACIFIC                ","773                           ","J","42J/356Y = 398                                                                  ","kg ","","",,"","","S","",27234,02-MAR-22,"netline","","","","","I","Y",""
"BHNP",01-JAN-14,31-DEC-15,"CX ","CX","773",5,"R",153003,263083,0,0,0,120,0,0,"STN","N","CATHAY PACIFIC                ","773                           ","J","42J/356Y = 398                                                                  ","kg ","","",,"","","S","",27235,02-MAR-22,"netline","","","","","I","Y",""
"BHNQ",01-JAN-14,31-DEC-15,"CX ","CX","773",7,"R",153362,263083,0,0,0,120,0,0,"STN","N","CATHAY PACIFIC                ","773                           ","J","42J/256Y = 398                                                                  ","kg ","","",,"","","S","",27236,02-MAR-22,"netline","","","","","I","Y",""
"BHOR",01-JAN-14,12-MAR-15,"CX ","CX","74K",11,"R",183673,396893,0,0,0,20,0,0,"STN","N","CATHAY PACIFIC                ","74K                           ","J","9F/46J/26W/278Y = 359                                                           ","kg ","","",,"","","S","",27237,02-MAR-22,"netline","","","","","I","Y",""
"BHOU",01-JAN-14,14-MAY-17,"LD ","LD","LD7",3,"R",164874,326691,0,0,0,250,0,0,"VVSTN","N","AIR HK                        ","LD7                           ","J","NRT/PVG/SIN ONLY                                                                ","kg ","","",,"","","S","",27238,02-MAR-22,"netline","","","","","I","Y",""
"BHSD",01-JAN-14,31-DEC-15,"KA ","KA","320",6,"R",44418,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","TRNG FLT RESTRICTION DUE ADDITIONAL RENT FOR EXCESS CYCLES                      ","kg ","","",,"","","V","",27239,02-MAR-22,"netline","","","","","I","Y",""
"BHSE",01-JAN-14,31-DEC-15,"KA ","KA","320",7,"R",44260,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","TRAINING FLT RESTRICTION DUE ADDITIONAL RENT FOR EXCESS CYCLES                  ","kg ","","",,"","","V","",27240,02-MAR-22,"netline","","","","","I","Y",""
"BHSG",01-JAN-14,31-DEC-15,"KA ","KA","320",4,"R",44233,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","(CQM LONG TERM PARKING FROM 24SEP20)                                            ","kg ","","",,"","","V","",27241,02-MAR-22,"netline","","","","","I","Y",""
"BHSI",01-JAN-14,31-DEC-15,"KA ","KA","320",3,"R",44239,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","-                                                                               ","kg ","","",,"","","V","",27242,02-MAR-22,"netline","","","","","I","Y",""
"BHSJ",01-JAN-14,31-DEC-15,"KA ","KA","320",2,"R",44066,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","(ASP LONG TERM PARKING FROM 12AUG20)                                            ","kg ","","",,"","","V","",27243,02-MAR-22,"netline","","","","","I","Y",""
"BHSK",01-JAN-14,31-DEC-15,"KA ","KA","320",5,"R",44363,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","-                                                                               ","kg ","","",,"","","V","",27244,02-MAR-22,"netline","","","","","I","Y",""
"BHSL",01-JAN-14,31-DEC-15,"KA ","KA","320",8,"R",44343,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","(ASP LONG TERM PARKING FROM 13AUG20)                                            ","kg ","","",,"","","V","",27245,02-MAR-22,"netline","","","","","I","Y",""
"BHSM",01-JAN-14,31-DEC-15,"KA ","KA","320",9,"R",44190,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","(ASP LONG TERM PARKING FROM 13AUG20)                                            ","kg ","","",,"","","V","",27246,02-MAR-22,"netline","","","","","I","Y",""
"BHSN",01-JAN-14,31-DEC-15,"KA ","KA","320",10,"R",44088,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","(ASP LONG TERM PARKING FROM 12AUG20)                                            ","kg ","","",,"","","V","",27247,02-MAR-22,"netline","","","","","I","Y",""
"BHSO",01-JAN-14,31-DEC-15,"KA ","KA","320",11,"R",44088,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","-                                                                               ","kg ","","",,"","","V","",27248,02-MAR-22,"netline","","","","","I","Y",""
"BHSP",01-JAN-14,31-DEC-15,"KA ","KA","320",1,"R",44088,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","-                                                                               ","kg ","","",,"","","V","",27249,02-MAR-22,"netline","","","","","I","Y",""
"BHSQ",01-JAN-14,04-DEC-16,"KA ","KA","32M",4,"R",44088,77000,0,0,0,310,0,0,"STN","N","KA                            ","32M                           ","J","-                                                                               ","kg ","","",,"","","V","",27250,02-MAR-22,"netline","","","","","I","Y",""
"BHSR",01-JAN-14,01-JAN-17,"KA ","KA","32M",3,"R",44088,77000,0,0,0,310,0,0,"STN","N","KA                            ","32M                           ","J","-                                                                               ","kg ","","",,"","","V","",27251,02-MAR-22,"netline","","","","","I","Y",""
"BHST",01-JAN-14,01-APR-17,"KA ","KA","32M",2,"R",44088,77000,0,0,0,310,0,0,"STN","N","KA                            ","32M                           ","J","-                                                                               ","kg ","","",,"","","V","",27252,02-MAR-22,"netline","","","","","I","Y",""
"BHSU",01-JAN-14,04-MAR-17,"KA ","KA","32M",1,"R",44088,77000,0,0,0,310,0,0,"STN","N","KA                            ","32M                           ","J","-                                                                               ","kg ","","",,"","","V","",27253,02-MAR-22,"netline","","","","","I","Y",""
"BHTD",01-JAN-14,31-DEC-15,"KA ","KA","321",5,"R",51130,89000,0,0,0,320,0,0,"STN","N","KA                            ","321                           ","J","24J/148Y = 172                                                                  ","kg ","","",,"","","V","",27254,02-MAR-22,"netline","","","","","I","Y",""
"BHTE",01-JAN-14,31-DEC-15,"KA ","KA","321",4,"R",51216,89000,0,0,0,320,0,0,"STN","N","KA                            ","321                           ","J","24J/148Y = 172                                                                  ","kg ","","",,"","","V","",27255,02-MAR-22,"netline","","","","","I","Y",""
"BHTF",01-JAN-14,31-DEC-15,"KA ","KA","321",3,"R",51083,89000,0,0,0,320,0,0,"STN","N","KA                            ","321                           ","J","24J/148Y = 172                                                                  ","kg ","","",,"","","V","",27256,02-MAR-22,"netline","","","","","I","Y",""
"BHTG",01-JAN-14,31-DEC-15,"KA ","KA","321",2,"R",50956,89000,0,0,0,320,0,0,"STN","N","KA                            ","321                           ","J","24J/148Y = 172                                                                  ","kg ","","",,"","","V","",27257,02-MAR-22,"netline","","","","","I","Y",""
"BHTH",01-JAN-14,31-DEC-15,"KA ","KA","321",6,"R",51220,89000,0,0,0,320,0,0,"STN","N","KA                            ","321                           ","J","24J/148Y = 172                                                                  ","kg ","","",,"","","V","",27258,02-MAR-22,"netline","","","","","I","Y",""
"BHTI",01-JAN-14,31-DEC-15,"KA ","KA","321",1,"R",51252,89000,0,0,0,320,0,0,"STN","N","KA                            ","321                           ","J","24J/148Y = 172                                                                  ","kg ","","",,"","","V","",27259,02-MAR-22,"netline","","","","","I","Y",""
"BHTJ",01-JAN-14,31-DEC-15,"KA ","KA","321",7,"R",51252,89000,0,0,0,320,0,0,"STN","N","KA                            ","321                           ","J","24J/148Y = 172 (ASP LONG TERM PARKING FROM 13AUG20)                             ","kg ","","",,"","","V","",27260,02-MAR-22,"netline","","","","","I","Y",""
"BHTK",01-JAN-14,31-DEC-15,"KA ","KA","321",8,"R",51252,89000,0,0,0,320,0,0,"STN","N","KA                            ","321                           ","J","24J/148Y = 172                                                                  ","kg ","","",,"","","V","",27261,02-MAR-22,"netline","","","","","I","Y",""
"BHUE",01-JAN-14,05-JAN-15,"CX ","CX","74K",3,"R",182675,396893,0,0,0,20,0,0,"STN","N","CATHAY PACIFIC                ","74K                           ","J","9F/46J/26W/278Y = 359                                                           ","kg ","","",,"","","S","",27262,02-MAR-22,"netline","","","","","I","Y",""
"BHUG",01-JAN-14,04-MAR-15,"CX ","CX","74K",4,"R",183154,396893,0,0,0,20,0,0,"STN","N","CATHAY PACIFIC                ","74K                           ","J","9F/46J/26W/278Y = 359                                                           ","kg ","","",,"","","S","",27263,02-MAR-22,"netline","","","","","I","Y",""
"BHUH",01-JAN-14,30-NOV-14,"CX ","CX","74Y",5,"R",160366,394625,0,0,0,200,0,0,"STN","N","CATHAY PACIFIC                ","74Y                           ","J","-                                                                               ","kg ","","",,"","","S","",27264,02-MAR-22,"netline","","","","","I","Y",""
"BHUI",01-JAN-14,31-DEC-15,"CX ","CX","74K",13,"R",183181,396893,0,0,0,20,0,0,"STN","N","CATHAY PACIFIC                ","74K                           ","J","9F/46J/26W/278Y = 359                                                           ","kg ","","",,"","","S","",27265,02-MAR-22,"netline","","","","","I","Y",""
"BHUJ",01-JAN-14,31-DEC-15,"CX ","CX","74K",10,"R",182967,396893,0,0,0,20,0,0,"STN","N","CATHAY PACIFIC                ","74K                           ","J","9F/46J/26W/278Y = 359                                                           ","kg ","","",,"","","S","",27266,02-MAR-22,"netline","","","","","I","Y",""
"BHUK",01-JAN-14,10-JUL-15,"CX ","CX","74Y",6,"R",160177,394625,0,0,0,200,0,0,"STN","N","CATHAY PACIFIC                ","74Y                           ","J","-                                                                               ","kg ","","",,"","","S","",27267,02-MAR-22,"netline","","","","","I","Y",""
"BHUL",01-JAN-14,31-DEC-35,"CX ","CX","74Y",3,"R",159189,394625,0,0,0,200,0,0,"STN","N","CATHAY PACIFIC                ","74Y                           ","J","-                                                                               ","kg ","","",,"","","S","",27268,02-MAR-22,"netline","","","","","I","Y",""
"BHUO",01-JAN-14,31-DEC-35,"CX ","CX","74Y",4,"R",158495,394625,0,0,0,200,0,0,"STN","N","CATHAY PACIFIC                ","74Y                           ","J","-                                                                               ","kg ","","",,"","","S","",27269,02-MAR-22,"netline","","","","","I","Y",""
"BHUP",01-JAN-14,19-JAN-17,"CX ","CX","74Y",1,"R",158734,394625,0,0,0,200,0,0,"STN","N","CATHAY PACIFIC                ","74Y                           ","J","-                                                                               ","kg ","","",,"","","S","",27270,02-MAR-22,"netline","","","","","I","Y",""
"BHUQ",01-JAN-14,31-DEC-35,"CX ","CX","74Y",2,"R",158495,394625,0,0,0,200,0,0,"STN","N","CATHAY PACIFIC                ","74Y                           ","J","-                                                                               ","kg ","","",,"","","S","",27271,02-MAR-22,"netline","","","","","I","Y",""
"BHUR",01-JAN-14,26-JUL-17,"LD ","LD","LD7",1,"R",164399,326691,0,0,0,250,0,0,"VVSTN","N","AIR HK                        ","LD7                           ","J","NRT/PVG/SIN ONLY                                                                ","kg ","","",,"","","S","",27272,02-MAR-22,"netline","","","","","I","Y",""
"BHUS",01-JAN-14,29-JAN-19,"LD ","LD","LD7",2,"R",0,326691,0,0,0,250,0,0,"VVSTN","N","AIR HK                        ","LD7                           ","J","NRT/PVG/SIN ONLY                                                                ","kg ","","",,"","","S","",27273,02-MAR-22,"netline","","","","","I","Y",""
"BHWM",01-JAN-14,31-DEC-15,"KA ","KA","33C",8,"R",121527,205000,0,0,0,340,0,0,"STN","N","KA                            ","33C                           ","J","42J/265Y = 307                                                                  ","kg ","","",,"","","S","",27274,02-MAR-22,"netline","","","","","I","Y",""
"BHXA",01-JAN-14,01-OCT-15,"CX ","CX","34J",4,"R",130981,275000,0,0,0,40,0,0,"STN","N","CATHAY PACIFIC                ","34J                           ","J","26J/28W/211Y = 265                                                              ","kg ","","",,"","","S","",27275,02-MAR-22,"netline","","","","","I","Y",""
"BHXB",01-JAN-14,31-DEC-14,"CX ","CX","34B",1,"R",131133,275000,0,0,0,30,0,0,"STN","N","CATHAY PACIFIC                ","34B                           ","J","26J/257Y = 283  /  PROHIBITED ON LH/ULH WITHOUT PRIOR PLN CONSENT               ","kg ","","",,"","","S","",27276,02-MAR-22,"netline","","","","","I","Y",""
"BHXC",01-JAN-14,31-DEC-15,"CX ","CX","34J",3,"R",131066,275000,0,0,0,40,0,0,"STN","N","CATHAY PACIFIC                ","34J                           ","J","26J/28W/211Y = 265                                                              ","kg ","","",,"","","S","",27277,02-MAR-22,"netline","","","","","I","Y",""
"BHXD",01-JAN-14,31-DEC-15,"CX ","CX","34J",2,"R",130957,275000,0,0,0,40,0,0,"STN","N","CATHAY PACIFIC                ","34J                           ","J","26J/28W/211Y = 265                                                              ","kg ","","",,"","","S","",27278,02-MAR-22,"netline","","","","","I","Y",""
"BHXE",01-JAN-14,31-DEC-15,"CX ","CX","34J",5,"R",130945,275000,0,0,0,40,0,0,"STN","N","CATHAY PACIFIC                ","34J                           ","J","26J/28W/211Y = 265                                                              ","kg ","","",,"","","S","",27279,02-MAR-22,"netline","","","","","I","Y",""
"BHXF",01-JAN-14,31-DEC-15,"CX ","CX","34J",9,"R",130891,275000,0,0,0,40,0,0,"STN","N","CATHAY PACIFIC                ","34J                           ","J","26J/28W/211Y = 265                                                              ","kg ","","",,"","","S","",27280,02-MAR-22,"netline","","","","","I","Y",""
"BHXG",01-JAN-14,31-DEC-15,"CX ","CX","34J",7,"R",131071,275000,0,0,0,40,0,0,"STN","N","CATHAY PACIFIC                ","34J                           ","J","26J/28W/211Y = 265  /  ONEWORLD LIVERY                                          ","kg ","","",,"","","S","",27281,02-MAR-22,"netline","","","","","I","Y",""
"BHXH",01-JAN-14,31-DEC-15,"CX ","CX","34J",8,"R",130242,275000,0,0,0,40,0,0,"STN","N","CATHAY PACIFIC                ","34J                           ","J","26J/28W/211Y = 265                                                              ","kg ","","",,"","","S","",27282,02-MAR-22,"netline","","","","","I","Y",""
"BHXI",01-JAN-14,15-JUN-15,"CX ","CX","34J",11,"R",131460,275000,0,0,0,40,0,0,"STN","N","CATHAY PACIFIC                ","34J                           ","J","26J/28W/211Y = 265                                                              ","kg ","","",,"","","S","",27283,02-MAR-22,"netline","","","","","I","Y",""
"BHXJ",01-JAN-14,31-DEC-15,"CX ","CX","34J",6,"R",129746,275000,0,0,0,40,0,0,"STN","N","CATHAY PACIFIC                ","34J                           ","J","26J/28W/211Y = 265                                                              ","kg ","","",,"","","S","",27284,02-MAR-22,"netline","","","","","I","Y",""
"BHXK",01-JAN-14,05-JUN-15,"CX ","CX","34J",10,"R",129763,275000,0,0,0,40,0,0,"STN","N","CATHAY PACIFIC                ","34J                           ","J","26J/28W/211Y = 265                                                              ","kg ","","",,"","","S","",27285,02-MAR-22,"netline","","","","","I","Y",""
